"Literal",Code
"christelijk afgescheiden gemeenten",http://bit.ly/cedar#belief-29
"christelijk afgescheidenen",http://bit.ly/cedar#belief-29
"christelijk apostolischen",http://bit.ly/cedar#belief-12
"christelijk evangelische gemeente",http://bit.ly/cedar#belief-30
"christelijk evangelischen",http://bit.ly/cedar#belief-30
"christelijk gereformeerd",http://bit.ly/cedar#belief-31
"christelijk gereformeerden",http://bit.ly/cedar#belief-31
"christelijk gereformeerden (afgescheidenen)",http://bit.ly/cedar#belief-29
"christelijk orthodoxen",http://bit.ly/cedar#belief-32
"christelijk-gereformeerd",http://bit.ly/cedar#belief-31
"christelijke evangelische gemeenten",http://bit.ly/cedar#belief-30
"christelijke gereformeerde kerken",http://bit.ly/cedar#belief-28
"christelijke gereformeerden",http://bit.ly/cedar#belief-29
"christelijke vereeniging onder het kruis",http://bit.ly/cedar#belief-33
"christelijke vereniging onder het kruis",http://bit.ly/cedar#belief-33
"christen alliantie",http://bit.ly/cedar#belief-34
"christen gemeenschap gemeente gods",http://bit.ly/cedar#belief-85
"christen gemeente",http://bit.ly/cedar#belief-35
"christen gemeenten",http://bit.ly/cedar#belief-35
"christen socialisten",http://bit.ly/cedar#belief-36
"christen zonder kerkgenootschap",http://bit.ly/cedar#belief-37
"christenen onder het kruis",http://bit.ly/cedar#belief-33
"christengemeenschap",http://bit.ly/cedar#belief-38
"christian reformed church",http://bit.ly/cedar#belief-39
"christian science",http://bit.ly/cedar#belief-40
"christianisme",http://bit.ly/cedar#belief-41
"christianisme primitif",http://bit.ly/cedar#belief-42
"church of england",http://bit.ly/cedar#belief-70
"comité wallone d'action evangelique liberale",http://bit.ly/cedar#belief-44
"comité wallone d'action evangelíque liberale",http://bit.ly/cedar#belief-44
"congregational church",http://bit.ly/cedar#belief-45
"congregationalisten",http://bit.ly/cedar#belief-45
"darbisten",http://bit.ly/cedar#belief-46
"de christen gemeenschap",http://bit.ly/cedar#belief-38
"de evangelische broedergemeente (hernhutters)",http://bit.ly/cedar#belief-47
"de hersteld apostolische zendingsgem en de hersteld apostolische zendingsgem in de eenheid der apostelen",http://bit.ly/cedar#belief-48
"de hersteld apostolische zendingsgemeente en de hersteld apostolische zendingsgemeente in de eenheid der apostelen (verzamelterm)",http://bit.ly/cedar#belief-48
"de nieuwe kerk (swedenborgiaans)",http://bit.ly/cedar#belief-5
"deensche kerk",http://bit.ly/cedar#belief-49
"deense staatskerk",http://bit.ly/cedar#belief-49
"dissident",http://bit.ly/cedar#belief-50
"dissidenten",http://bit.ly/cedar#belief-50
"doopsgezind",http://bit.ly/cedar#belief-51
"doopsgezinde gemeenten",http://bit.ly/cedar#belief-52
"doopsgezinden",http://bit.ly/cedar#belief-51
"doopsgezinden (mennonieten)",http://bit.ly/cedar#belief-51
"doopsgezinden of mennonieten",http://bit.ly/cedar#belief-51
"dordtsch gereformeerd",http://bit.ly/cedar#belief-53
"dordtsch gereformeerden",http://bit.ly/cedar#belief-53
"dortsch gereformeerden",http://bit.ly/cedar#belief-53
"duitsch evangelisch",http://bit.ly/cedar#belief-54
"duitsch evangelisch luthersch",http://bit.ly/cedar#belief-54
"duitsch evangelisch lutherse gemeente",http://bit.ly/cedar#belief-54
"duitsch evangelische gemeente",http://bit.ly/cedar#belief-54
"duitsch evangelischen",http://bit.ly/cedar#belief-54
"duitsch gereformeerd",http://bit.ly/cedar#belief-55
"duitsch-evangelischen",http://bit.ly/cedar#belief-54
"duitsche staatskerk",http://bit.ly/cedar#belief-54
"duitse protestantse kerkgen",http://bit.ly/cedar#belief-56
"duitse protestantse kerkgenootschappen (verzamelterm)",http://bit.ly/cedar#belief-56
"eglise de bruxelles",http://bit.ly/cedar#belief-57
"eglise evangélique missionnair belge",http://bit.ly/cedar#belief-58
"eglise indépendante",http://bit.ly/cedar#belief-59
"eglise libre",http://bit.ly/cedar#belief-60
"eglise libre suisse",http://bit.ly/cedar#belief-61
"eglise nationale de suisse",http://bit.ly/cedar#belief-62
"eglise réformée de france",http://bit.ly/cedar#belief-63
"eglise vendoisee",http://bit.ly/cedar#belief-64
"engels gereformeerd",http://bit.ly/cedar#belief-65
"engels israëliet",http://bit.ly/cedar#belief-67
"engels katholiek",http://bit.ly/cedar#belief-68
"engels presbyteriaans hervormde gemeente",http://bit.ly/cedar#belief-66
"engels wallegaanse kerk",http://bit.ly/cedar#belief-69
"engelsch gereformeerd",http://bit.ly/cedar#belief-65
"engelsch hervormd",http://bit.ly/cedar#belief-66
"engelsch hervormden",http://bit.ly/cedar#belief-66
"engelsch israëliet",http://bit.ly/cedar#belief-67
"engelsch katholieken",http://bit.ly/cedar#belief-68
"engelsch presbyteriaansche gemeente",http://bit.ly/cedar#belief-66
"engelsch wallegaansche kerk",http://bit.ly/cedar#belief-69
"engelsche kerk",http://bit.ly/cedar#belief-70
"engelsche of presbijteriaansche hervormden",http://bit.ly/cedar#belief-66
"engelsche presbyterianen",http://bit.ly/cedar#belief-66
"engelsche presbyterianen (hervormden)",http://bit.ly/cedar#belief-66
"engelse presbyterianen",http://bit.ly/cedar#belief-66
"engelse protestantse kerkgen",http://bit.ly/cedar#belief-71
"engelse protestantse kerkgenootschappen (verzamelterm)",http://bit.ly/cedar#belief-71
"english protest independante",http://bit.ly/cedar#belief-72
"english protestant independent",http://bit.ly/cedar#belief-72
"evang luthers",http://bit.ly/cedar#belief-73
"evangelisch gereformeerd",http://bit.ly/cedar#belief-74
"evangelisch luthers",http://bit.ly/cedar#belief-73
"evangelisch luthersch",http://bit.ly/cedar#belief-73
"evangelisch lutherschen",http://bit.ly/cedar#belief-73
"evangelisch-luthers",http://bit.ly/cedar#belief-73
"evangelische alliantie",http://bit.ly/cedar#belief-34
"evangelische broedergemeente",http://bit.ly/cedar#belief-47
"evangelische broedergemeente (hernhutters)",http://bit.ly/cedar#belief-47
"evangelische broedergemeenten",http://bit.ly/cedar#belief-47
"evangelische gemeente",http://bit.ly/cedar#belief-75
"evangelische gemeente (vrije)",http://bit.ly/cedar#belief-76
"evangelische gemeenten",http://bit.ly/cedar#belief-75
"evangelische landeskirche der schweiz",http://bit.ly/cedar#belief-77
"evangelische of moravische broedergemeente (hernhutters)",http://bit.ly/cedar#belief-47
"evangelischen",http://bit.ly/cedar#belief-34
"evangluthers",http://bit.ly/cedar#belief-73
"fellowship of reconciliation",http://bit.ly/cedar#belief-78
"fransche kerk",http://bit.ly/cedar#belief-79
"fransche of waalsche hervormden",http://bit.ly/cedar#belief-79
"geen geloofsgenootschap of kerkelijke gezindte",http://bit.ly/cedar#belief-81
"geen kerkelijk gezindte (humanisten)",http://bit.ly/cedar#belief-80
"geen kerkelijke gezindte",http://bit.ly/cedar#belief-81
"geen kerkelijke gezindte (overige zonder)",http://bit.ly/cedar#belief-81
"geen kerkgen",http://bit.ly/cedar#belief-81
"geen kerkgenootschap",http://bit.ly/cedar#belief-81
"geen kerkgenootschap of gezindte",http://bit.ly/cedar#belief-81
"geloofsgenezing",http://bit.ly/cedar#belief-82
"geloofsvereeniging in de volheid van christus",http://bit.ly/cedar#belief-83
"geloofsvereniging in de volheid van christus",http://bit.ly/cedar#belief-120
"geloofsvereniging van de goddelijke genezing",http://bit.ly/cedar#belief-121
"gem van gedoopte christenen",http://bit.ly/cedar#belief-16
"gemeenschap kinderen gods",http://bit.ly/cedar#belief-84
"gemeente des heeren",http://bit.ly/cedar#belief-85
"gemeente des heren",http://bit.ly/cedar#belief-85
"gemeente gods (chr gemeenschap)",http://bit.ly/cedar#belief-85
"gemeente onder het kruis",http://bit.ly/cedar#belief-33
"gemeente van gedoopte christenen",http://bit.ly/cedar#belief-16
"gemeente van gedoopte christenen (ook genaamd baptisten)",http://bit.ly/cedar#belief-16
"gemeente van gods zoon",http://bit.ly/cedar#belief-86
"gemeente van jezus christus",http://bit.ly/cedar#belief-86
"genootsch der vrienden (quakers)",http://bit.ly/cedar#belief-87
"geref gem",http://bit.ly/cedar#belief-88
"geref gemeenten",http://bit.ly/cedar#belief-88
"geref gemeenten o/h kruis",http://bit.ly/cedar#belief-89
"geref kerken",http://bit.ly/cedar#belief-90
"geref kerken (art 31)",http://bit.ly/cedar#belief-91
"geref kerken (art31)",http://bit.ly/cedar#belief-91
"gereform gem onder het kruis",http://bit.ly/cedar#belief-89
"gereformeerd (totaal)",http://bit.ly/cedar#belief-92
"gereformeerd (wv chrgerefkerk)",http://bit.ly/cedar#belief-31
"gereformeerd (wv gerefkerken (art31))",http://bit.ly/cedar#belief-91
"gereformeerd (wv gerefkerken)",http://bit.ly/cedar#belief-90
"gereformeerd (wv oud geref gemeenten)",http://bit.ly/cedar#belief-93
"gereformeerde gemeente",http://bit.ly/cedar#belief-88
"gereformeerde gemeente (oud)",http://bit.ly/cedar#belief-93
"gereformeerde gemeente onder h kruis",http://bit.ly/cedar#belief-89
"gereformeerde gemeente onder het kruis",http://bit.ly/cedar#belief-89
"gereformeerde gemeenten",http://bit.ly/cedar#belief-88
"gereformeerde gemeenten onder het kruis",http://bit.ly/cedar#belief-89
"gereformeerde kerk in hersteld verband",http://bit.ly/cedar#belief-94
"gereformeerde kerken",http://bit.ly/cedar#belief-90
"gereformeerde kerken (artikel 31; vrijgemaakt)",http://bit.ly/cedar#belief-91
"gereformeerde kerken (verzamelterm)",http://bit.ly/cedar#belief-17
"gereformeerde kerken (vrijgemaakt)",http://bit.ly/cedar#belief-91
"gereformeerde onder het kruis",http://bit.ly/cedar#belief-89
"gereformeerde zendingskerk",http://bit.ly/cedar#belief-96
"gereformeerden (totaal) (verzamelterm)",http://bit.ly/cedar#belief-92
"gereformeerden onder het kruis",http://bit.ly/cedar#belief-89
"gregorianen",http://bit.ly/cedar#belief-15
"grieken",http://bit.ly/cedar#belief-97
"grieken (verzamelterm)",http://bit.ly/cedar#belief-97
"grieks katholiek",http://bit.ly/cedar#belief-98
"grieksch katholiek",http://bit.ly/cedar#belief-98
"guldenketen",http://bit.ly/cedar#belief-99
"heiligen der laatste dagen",http://bit.ly/cedar#belief-100
"heilsleger",http://bit.ly/cedar#belief-101
"hernhutter",http://bit.ly/cedar#belief-47
"hernhutters",http://bit.ly/cedar#belief-47
"hernhutters (evangelische of moravische broedergemeente)",http://bit.ly/cedar#belief-47
"hernhutters evangelische of moravische broedergemeente",http://bit.ly/cedar#belief-47
"hernhutters of moravische broeders",http://bit.ly/cedar#belief-47
"hernhutters, evangelische of moravische broedergem",http://bit.ly/cedar#belief-47
"herst apost gem in de eenheid der apostelen",http://bit.ly/cedar#belief-102
"herst apost zendgem id eenhdapost",http://bit.ly/cedar#belief-103
"herst apost zendgemin nederland",http://bit.ly/cedar#belief-104
"herst apost zendingskerk",http://bit.ly/cedar#belief-105
"herstapostzendgemideenhdapost",http://bit.ly/cedar#belief-103
"herstapostzendgemin ned",http://bit.ly/cedar#belief-104
"hersteld apost gem in de eenheid der apostelen",http://bit.ly/cedar#belief-102
"hersteld apost zendingsgem",http://bit.ly/cedar#belief-104
"hersteld apost zendingskerk",http://bit.ly/cedar#belief-105
"hersteld apostolisch",http://bit.ly/cedar#belief-106
"hersteld apostolisch (verzamelterm)",http://bit.ly/cedar#belief-106
"hersteld apostolische gemeente in de eenheid der apostelen",http://bit.ly/cedar#belief-102
"hersteld apostolische zendingsgemeente en hersteld apostolische zendingsgemeente in de eenheid der apostelen",http://bit.ly/cedar#belief-48
"hersteld apostolische zendingsgemeente in de eenheid der apostelen",http://bit.ly/cedar#belief-103
"hersteld apostolische zendingsgemeente in nederland",http://bit.ly/cedar#belief-104
"hersteld apostolische zendingskerk",http://bit.ly/cedar#belief-105
"hersteld apostolischen",http://bit.ly/cedar#belief-106
"hersteld evangel luthers",http://bit.ly/cedar#belief-107
"hersteld evangelisch",http://bit.ly/cedar#belief-107
"hersteld evangelisch luthers",http://bit.ly/cedar#belief-107
"hersteld evangelisch luthersch",http://bit.ly/cedar#belief-107
"hersteld evangluthers",http://bit.ly/cedar#belief-107
"hersteld luthers",http://bit.ly/cedar#belief-107
"hersteld luthersch",http://bit.ly/cedar#belief-107
"hersteld lutherschen",http://bit.ly/cedar#belief-107
"herstelde lutherschen",http://bit.ly/cedar#belief-107
"hervormd gereformeerd",http://bit.ly/cedar#belief-108
"hoogduitsche gemeente",http://bit.ly/cedar#belief-109
"humanisten",http://bit.ly/cedar#belief-80
"iersch protestanten",http://bit.ly/cedar#belief-110
"iersche kerk",http://bit.ly/cedar#belief-110
"indonesische protestantse kerkgen",http://bit.ly/cedar#belief-111
"indonesische protestantse kerkgenootschappen (verzamelterm)",http://bit.ly/cedar#belief-111
"irish church",http://bit.ly/cedar#belief-110
"islam",http://bit.ly/cedar#belief-133
"israelieten",http://bit.ly/cedar#belief-112
"israël",http://bit.ly/cedar#belief-112
"israël (ned en port)",http://bit.ly/cedar#belief-112
"israëliet",http://bit.ly/cedar#belief-112
"israëliet (nederlands en portugees) (verzamelterm)",http://bit.ly/cedar#belief-112
"israëlieten (personen behoorende tot een buitenlandsch, niet in nederland gevestigd kerkgenootschap)",http://bit.ly/cedar#belief-112
"israëlietische gem (afgescheiden)",http://bit.ly/cedar#belief-113
"israëlitisch",http://bit.ly/cedar#belief-112
"israëlitisch (ned en port)",http://bit.ly/cedar#belief-112
"jehova's getuigen",http://bit.ly/cedar#belief-114
"jeruzalemsche kerk",http://bit.ly/cedar#belief-5
"jongeliedenbond voor ernstig christendom",http://bit.ly/cedar#belief-115
"jongliedenbond voor ernstig christendom",http://bit.ly/cedar#belief-115
"joodsche reform beweging",http://bit.ly/cedar#belief-116
"joodse reform beweging",http://bit.ly/cedar#belief-116
"kathapostgemeenten",http://bit.ly/cedar#belief-117
"katholiek apostolisch",http://bit.ly/cedar#belief-117
"katholiek apostolische gemeenten",http://bit.ly/cedar#belief-117
"kerk van christus",http://bit.ly/cedar#belief-100
"kerk van jchr van de heiligen der laatste dagen",http://bit.ly/cedar#belief-100
"kerk van jesus christus of de heiligen der laatste dagen",http://bit.ly/cedar#belief-100
"kerk van jesus christus of de heiligen der laatste dagen (mormonen)",http://bit.ly/cedar#belief-100
"kerk van jezus christus of de heiligen der laatste dagen",http://bit.ly/cedar#belief-100
"kerk vjezus christus (heild/ldagen)",http://bit.ly/cedar#belief-100
"kerkelijke gezindte onbekend",http://bit.ly/cedar#belief-118
"kerkgenootschap of gezindte onbekend",http://bit.ly/cedar#belief-118
"kerkgenootschap onbekend",http://bit.ly/cedar#belief-118
"kwakers",http://bit.ly/cedar#belief-87
"ledeboerianen",http://bit.ly/cedar#belief-93
"leden der apostolische zending gemeente",http://bit.ly/cedar#belief-104
"leden der episcopale zionskapel",http://bit.ly/cedar#belief-119
"leden der geloofsvereeniging in de volheid van christus",http://bit.ly/cedar#belief-120
"leden der geloofsvereeniging v de goddelijke genezing",http://bit.ly/cedar#belief-121
"leden der gereformeerde gemeente",http://bit.ly/cedar#belief-88
"leden der hersteld apostolische zending gemeente",http://bit.ly/cedar#belief-104
"leden der ned herv zending gemeente",http://bit.ly/cedar#belief-122
"leden der nederduitsche gereformeerde kerken",http://bit.ly/cedar#belief-123
"leden der nieuwe jeruzalemsche kerk",http://bit.ly/cedar#belief-5
"leden der schotsche gemeente",http://bit.ly/cedar#belief-124
"leden der vrije engelsche gemeente",http://bit.ly/cedar#belief-125
"leden der vrije evangelische zending gemeente",http://bit.ly/cedar#belief-126
"leden der vrije gemeente",http://bit.ly/cedar#belief-127
"leden der vrije gereformeerde gemeente",http://bit.ly/cedar#belief-128
"leden der vrije zending gemeente",http://bit.ly/cedar#belief-129
"leden der wurtembergsche kerk",http://bit.ly/cedar#belief-130
"leden van de episcopale zionskapel",http://bit.ly/cedar#belief-119
"leden van den protestantenbond",http://bit.ly/cedar#belief-131
"leer van confusius",http://bit.ly/cedar#belief-132
"leger des heils",http://bit.ly/cedar#belief-101
"luthersch",http://bit.ly/cedar#belief-73
"mahomedanen",http://bit.ly/cedar#belief-133
"maranatha-groep",http://bit.ly/cedar#belief-134
"mennonieten",http://bit.ly/cedar#belief-51
"methodisten",http://bit.ly/cedar#belief-135
"modern gereformeerd",http://bit.ly/cedar#belief-136
"moravische broederschap",http://bit.ly/cedar#belief-47
"mormonen",http://bit.ly/cedar#belief-100
"mormonen (heiligen der laatste dagen)",http://bit.ly/cedar#belief-100
"nationale kerk van genève",http://bit.ly/cedar#belief-62
"ned en portug israëliet",http://bit.ly/cedar#belief-112
"ned hervormd",http://bit.ly/cedar#belief-137
"ned protestantenbond",http://bit.ly/cedar#belief-131
"nederd herv zendingsgem",http://bit.ly/cedar#belief-122
"nederd hervormde zendingsgemeente",http://bit.ly/cedar#belief-122
"nederduits gereformeerd",http://bit.ly/cedar#belief-55
"nederduits gereformeerde kerken",http://bit.ly/cedar#belief-123
"nederduitsch hervomd",http://bit.ly/cedar#belief-137
"nederduitsch hervomden",http://bit.ly/cedar#belief-137
"nederduitsche hervormden",http://bit.ly/cedar#belief-137
"nederduitsche israëliten",http://bit.ly/cedar#belief-137
"nederl israëliet",http://bit.ly/cedar#belief-138
"nederlands hervormd",http://bit.ly/cedar#belief-138
"nederlands hervormde zending gemeente",http://bit.ly/cedar#belief-122
"nederlands-hervormd",http://bit.ly/cedar#belief-13
"nederlandsch hervomd",http://bit.ly/cedar#belief-137
"nederlandsch israëliet",http://bit.ly/cedar#belief-138
"nederlandsche israëlieten",http://bit.ly/cedar#belief-138
"nederlandsche israëliten",http://bit.ly/cedar#belief-138
"nederlandsche protestanten bond",http://bit.ly/cedar#belief-131
"nederlandse israëliten",http://bit.ly/cedar#belief-138
"nedhervormd",http://bit.ly/cedar#belief-137
"nedprotestantenbond",http://bit.ly/cedar#belief-131
"niet genoemde gezindheden",http://bit.ly/cedar#belief-8
"nieuw apostolisch",http://bit.ly/cedar#belief-139
"non reformisten",http://bit.ly/cedar#belief-140
"noorsche staatsreligion",http://bit.ly/cedar#belief-141
"noorse staatskerk",http://bit.ly/cedar#belief-141
"old fellows",http://bit.ly/cedar#belief-142
"onbekend en ander geloofsgenootschap of kerkelijke gezindte (verzamelterm)",http://bit.ly/cedar#belief-143
"onbekend en tot geene der genoemde gezindheden behoorende",http://bit.ly/cedar#belief-143
"onbekend geloofsgenootschap of kerkelijke gezindte",http://bit.ly/cedar#belief-118
"onbekenden, tot geen der genoemde kerkgenootschappen behoorende",http://bit.ly/cedar#belief-143
"oosters-orthodoxe kerken (verzamelterm)",http://bit.ly/cedar#belief-32
"open broeders",http://bit.ly/cedar#belief-144
"orde van goede tempelieren",http://bit.ly/cedar#belief-145
"oud bissch cleresie (oud-roomsch)",http://bit.ly/cedar#belief-146
"oud bisschoppelijke cleresie",http://bit.ly/cedar#belief-146
"oud bisschoppelijke cleresie (oud-roomsch)",http://bit.ly/cedar#belief-146
"oud evangelisch",http://bit.ly/cedar#belief-147
"oud geref gem",http://bit.ly/cedar#belief-93
"oud geref gemeenten",http://bit.ly/cedar#belief-93
"oud gereformeerd",http://bit.ly/cedar#belief-93
"oud gereformeerd onder het kruis",http://bit.ly/cedar#belief-148
"oud gereformeerde gemeente",http://bit.ly/cedar#belief-93
"oud gereformeerde gemeenten",http://bit.ly/cedar#belief-93
"oud gereformeerden",http://bit.ly/cedar#belief-93
"oud gereformeerden onder het kruis",http://bit.ly/cedar#belief-148
"oud hervormd",http://bit.ly/cedar#belief-149
"oud israëliet",http://bit.ly/cedar#belief-150
"oud katholieke kerk",http://bit.ly/cedar#belief-146
"oud lutherse gemeente",http://bit.ly/cedar#belief-147
"oud protestant",http://bit.ly/cedar#belief-151
"oud protestanten",http://bit.ly/cedar#belief-151
"oud protestanten (verzamelterm)",http://bit.ly/cedar#belief-151
"oud roomsch",http://bit.ly/cedar#belief-146
"oud roomschen",http://bit.ly/cedar#belief-146
"oud-gereformeerd",http://bit.ly/cedar#belief-93
"oud-gereformeerden",http://bit.ly/cedar#belief-93
"oud-kath kerk",http://bit.ly/cedar#belief-146
"oud-katholiek",http://bit.ly/cedar#belief-146
"oud-katholieke kerk",http://bit.ly/cedar#belief-146
"oud-luthersch",http://bit.ly/cedar#belief-147
"oud-roomschen",http://bit.ly/cedar#belief-146
"oud-roomschen of van de bisschoppelijke klerezie",http://bit.ly/cedar#belief-146
"overige",http://bit.ly/cedar#belief-8
"overige gereformeerden",http://bit.ly/cedar#belief-152
"overige gereformeerden (verzamelterm)",http://bit.ly/cedar#belief-152
"overige kerkel gezindten",http://bit.ly/cedar#belief-8
"overige kerkelijke gezindte",http://bit.ly/cedar#belief-8
"overige kerkgen",http://bit.ly/cedar#belief-8
"overige kerkgenootschappen",http://bit.ly/cedar#belief-8
"overige kleinere gezindten",http://bit.ly/cedar#belief-8
"overige protestantse kerkgen",http://bit.ly/cedar#belief-153
"overige protestantse kerkgenootschappen (verzamelterm)",http://bit.ly/cedar#belief-153
"paulinische vereeniging",http://bit.ly/cedar#belief-154
"paulinische vereniging",http://bit.ly/cedar#belief-154
"personen behoorde tot eene andere kerkel gezindte",http://bit.ly/cedar#belief-8
"personen behoordende tot een andere kerkel gezindte",http://bit.ly/cedar#belief-8
"personen behoorende tot eene andere kerkel gezindte",http://bit.ly/cedar#belief-8
"personen behoorende tot eene andere kerkelijke gezindte",http://bit.ly/cedar#belief-8
"personen behoorende tot geen kerkelijke gezindte",http://bit.ly/cedar#belief-81
"personen van wie de kerkel gezindte onbekend was",http://bit.ly/cedar#belief-118
"personen waarvan de kerkel gezindte onbekend was",http://bit.ly/cedar#belief-118
"personen waarvan de kerkelijke gezindte onbekend was",http://bit.ly/cedar#belief-118
"pinkstergemeente",http://bit.ly/cedar#belief-156
"pinkstergroepen",http://bit.ly/cedar#belief-156
"plymouth brothers",http://bit.ly/cedar#belief-157
"portugees israëliet",http://bit.ly/cedar#belief-158
"portugeesch israëliet",http://bit.ly/cedar#belief-158
"portugeesche israëlieten",http://bit.ly/cedar#belief-158
"portugeesche israëliten",http://bit.ly/cedar#belief-158
"portugesche israëliten",http://bit.ly/cedar#belief-158
"presbyterianen",http://bit.ly/cedar#belief-66
"protestanten",http://bit.ly/cedar#belief-159
"protestanten (personen behoorende tot een buitenlandsch, niet in nederland gevestigd kerkgenootschap)",http://bit.ly/cedar#belief-153
"protestanten (verzamelterm)",http://bit.ly/cedar#belief-159
"protestantenbond",http://bit.ly/cedar#belief-131
"pruissische landeskirche",http://bit.ly/cedar#belief-160
"puriteinen",http://bit.ly/cedar#belief-161
"quakers",http://bit.ly/cedar#belief-87
"religieus socialistisch verbond",http://bit.ly/cedar#belief-163
"religieuse jeugdgemeente",http://bit.ly/cedar#belief-164
"religion protèstante",http://bit.ly/cedar#belief-159
"remonstrant",http://bit.ly/cedar#belief-165
"remonstranten",http://bit.ly/cedar#belief-165
"remonstrantsch gereformeerd",http://bit.ly/cedar#belief-165
"remonstrantsche broederschap",http://bit.ly/cedar#belief-166
"remonstrantse broederschap",http://bit.ly/cedar#belief-166
"rooms-kath",http://bit.ly/cedar#belief-167
"rooms-katholiek",http://bit.ly/cedar#belief-167
"roomsch catholijken",http://bit.ly/cedar#belief-167
"roomsch katholiek",http://bit.ly/cedar#belief-167
"roomsch-catholieken",http://bit.ly/cedar#belief-167
"roomsch-catholijken",http://bit.ly/cedar#belief-167
"roomsch-katholiek",http://bit.ly/cedar#belief-167
"roomsch-katholijken",http://bit.ly/cedar#belief-167
"rosecrusian genootschap",http://bit.ly/cedar#belief-168
"rozekruisen genootschap",http://bit.ly/cedar#belief-168
"russisch orthodox",http://bit.ly/cedar#belief-169
"russisch orthodoxen",http://bit.ly/cedar#belief-169
"ré evangelisatie gemeente",http://bit.ly/cedar#belief-162
"sabbathisten",http://bit.ly/cedar#belief-170
"sabbatisten",http://bit.ly/cedar#belief-170
